,Apprehension Date,Apprehension State,Apprehension County,Apprehension AOR,Final Program,Final Program Group,Apprehension Method,Apprehension Criminality,Case Status,Case Category,Departed Date,Departure Country,Final Order Yes No,Final Order Date,Birth Date,Birth Year,Citizenship Country,Gender,Apprehension Site Landmark,Alien File Number,EID Case ID,EID Subject ID,Unique Identifier,comparetime,method_cat,approx_age,year,month,day,standardized_date,extracted_state,time_diff,within_24h,county,flag,in_custody_arrest
2714,2023-12-15 14:47:00,nc,,atlanta area of responsibility,Non-Detained Docket Control,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",2000,MALI,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9821c49315a68b0a81fd95baa0c98a4d2feab48f,not in compare range,"federal, state or local incarceration",25,2023,12,01,2023-12-01,,,False,mecklenburg county,,y
2715,2023-12-07 13:02:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-01-08,MEXICO,YES,2021-01-20,"(b)(6), (b)(7)(C)",1993,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",982c3b01f6599fce19b2786d7d563103a08ed861,not in compare range,"federal, state or local incarceration",32,2023,12,01,2023-12-01,,,False,mecklenburg county,,y
2716,2025-05-16 05:00:00,,,,Fugitive Operations,ICE,Other Task Force,2 Pending Criminal Charges,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",2003,MEXICO,Male,sc. nc line from mecklenburg co e to richmond co; n to nc/va line,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98336ab451e8d35c981ae68569767b976bce82e0,this_year,other,22,2025,5,01,2025-05-01,,,False,mecklenburg county,,y
2717,2024-08-21 10:14:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-09-27,EL SALVADOR,YES,2024-09-03,"(b)(6), (b)(7)(C)",1978,EL SALVADOR,Male,johnston county sheriff,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",984ff423fbb66416d051c301bb902644211f169f,not in compare range,"federal, state or local incarceration",47,2024,8,01,2024-08-01,,,False,johnston county,,y
2718,2025-02-25 11:35:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-04-23,GUATEMALA,YES,2011-07-15,"(b)(6), (b)(7)(C)",1983,GUATEMALA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",985c55d73f4e1c76ad592c1da165e8cb7cc74fbd,this_year,"non-custodial, located, traffic check or worksite enforcement",42,2025,2,01,2025-02-01,,,False,mecklenburg county,,n
2719,2024-01-24 12:43:00,,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[16] Reinstated Final Order,,,NO,,"(b)(6), (b)(7)(C)",1993,MEXICO,Female,iredell county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",985dfe8caad1c315927ba363e2e4cc637b34fb69,last_year,"federal, state or local incarceration",32,2024,1,01,2024-01-01,,,False,iredell county,,y
2720,2025-05-29 10:33:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1992,HONDURAS,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98755ab13f017f4bec9d7bf99cc624a5454593a7,this_year,"federal, state or local incarceration",33,2025,5,01,2025-05-01,,,False,wake county,,y
2721,2025-05-02 11:55:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2025-06-05,MEXICO,YES,2025-05-06,"(b)(6), (b)(7)(C)",1977,MEXICO,Male,nc department of corrections,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98825baee74368e896ef6cd86ccabb9258c38d34,this_year,"federal, state or local incarceration",48,2025,5,01,2025-05-01,,,False,not listed,,y
2722,2024-10-09 10:44:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-12-10,DOMINICAN REPUBLIC,YES,2024-11-18,"(b)(6), (b)(7)(C)",1991,DOMINICAN REPUBLIC,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98a29f84e798ead145c12b8d8d6b43503060ee72,not in compare range,"federal, state or local incarceration",34,2024,10,01,2024-10-01,,,False,mecklenburg county,,y
2723,2025-04-24 10:44:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1998,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98a4670e7941661dccb71f2d299d093f60ddb04d,this_year,"federal, state or local incarceration",27,2025,4,01,2025-04-01,,,False,wake county,,y
2724,2025-01-10 10:00:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-18,MEXICO,YES,2025-03-04,"(b)(6), (b)(7)(C)",2004,MEXICO,Male,new hanover county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98a603647bd119eeae2809b543d89c923aa4f401,not in compare range,"federal, state or local incarceration",21,2025,1,01,2025-01-01,,,False,new hanover county,,y
2725,2025-03-06 13:27:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-05,MEXICO,YES,2025-04-18,"(b)(6), (b)(7)(C)",1988,MEXICO,Male,rowan county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98ae36d66e3aff161f00c77f003c180de6c17394,this_year,"federal, state or local incarceration",37,2025,3,01,2025-03-01,,,False,rowan county,,y
2726,2025-03-30 10:16:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-04-03,MEXICO,YES,2008-05-22,"(b)(6), (b)(7)(C)",1986,MEXICO,Male,wake county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98b2a09ec0e5f8bf7b29893b73c182ecf7591b14,this_year,"federal, state or local incarceration",39,2025,3,01,2025-03-01,,,False,wake county,,y
2727,2025-06-23 10:40:23,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[11] Administrative Deportation / Removal,,,YES,2025-07-09,"(b)(6), (b)(7)(C)",1999,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98b80177cd94a00d06194f86d013afa3709740f5,this_year,"federal, state or local incarceration",26,2025,6,01,2025-06-01,,,False,wake county,,y
2728,2025-05-22 10:44:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-07-02,"(b)(6), (b)(7)(C)",1977,MEXICO,Male,"johnston co probation clayton, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98bb1877a3619c7ad3a08da74a1585ceb057ac21,this_year,probation and parole,48,2025,5,01,2025-05-01,,,False,johnston county,,y
2729,2025-05-24 09:20:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-11,MEXICO,NO,,"(b)(6), (b)(7)(C)",2003,MEXICO,Male,new hanover county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98daf6a4b1a5131c084f129e1e7e36398d72e0a5,this_year,"federal, state or local incarceration",22,2025,5,01,2025-05-01,,,False,new hanover county,,y
2730,2024-03-08 11:23:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-27,MEXICO,YES,2024-05-15,"(b)(6), (b)(7)(C)",1984,MEXICO,Male,lenoir county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98ec72e8cc111530211aa169eb39d084135b1ae1,last_year,"non-custodial, located, traffic check or worksite enforcement",41,2024,3,01,2024-03-01,,,False,lenoir county,,n
2731,2024-05-07 10:58:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-06-07,EL SALVADOR,YES,2005-05-12,"(b)(6), (b)(7)(C)",1985,EL SALVADOR,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98fa0f9ad34587408df579a09c57f36fd40e0a34,last_year,"federal, state or local incarceration",40,2024,5,01,2024-05-01,,,False,mecklenburg county,,y
2732,2025-04-17 11:08:18,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",2000,EL SALVADOR,Male,union county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98fba6820702ce0e5fc462ec4027bbbb9f6ae80f,this_year,"federal, state or local incarceration",25,2025,4,01,2025-04-01,,,False,union county,,y
2733,2025-03-26 19:52:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-12,MEXICO,YES,2025-05-06,"(b)(6), (b)(7)(C)",1980,MEXICO,Male,"wil general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",98fffed7ef0b680fc5f4c5d8395f790779b16929,this_year,"federal, state or local incarceration",45,2025,3,01,2025-03-01,,,False,new hanover county,best guess,y
2734,2024-06-04 16:09:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1986,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",990695968c8589b38d03e2f8def83d705c55ea1b,last_year,"federal, state or local incarceration",39,2024,6,01,2024-06-01,,,False,mecklenburg county,,y
2735,2024-08-23 09:30:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-09-16,MEXICO,YES,2024-09-04,"(b)(6), (b)(7)(C)",1995,MEXICO,Male,alamance county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9907d8851a1a1af7f5bad3bf8df95089da0213e2,not in compare range,"federal, state or local incarceration",30,2024,8,01,2024-08-01,,,False,alamance county,,y
2736,2025-07-16 11:30:27,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1953,UNITED KINGDOM,Male,lincoln co probation lincolnton,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99147b17cff1cfa212362591c8bac78a608d9cd0,not in compare range,probation and parole,72,2025,7,01,2025-07-01,,,False,licoln county,,y
2737,2024-08-16 10:55:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-10-21,MEXICO,YES,2024-10-10,"(b)(6), (b)(7)(C)",1999,MEXICO,Male,harnett county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99208e2ca8ce286108229769edd6ff5d3ff4f8aa,not in compare range,probation and parole,26,2024,8,01,2024-08-01,,,False,harnett county,,y
2738,2024-05-23 10:22:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",2001,COLOMBIA,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9922342e57296d8bc2bf9744e99fcb2df05027f6,last_year,"federal, state or local incarceration",24,2024,5,01,2024-05-01,,,False,mecklenburg county,,y
2739,2025-02-26 11:52:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-01,MEXICO,YES,2025-03-18,"(b)(6), (b)(7)(C)",1992,MEXICO,Male,davie county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9923cf843a85bf0977bcd1d2df4ba3574cf14e72,this_year,"federal, state or local incarceration",33,2025,2,01,2025-02-01,,,False,davie county,,y
2740,2024-09-17 09:31:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-09-30,MEXICO,YES,2015-02-19,"(b)(6), (b)(7)(C)",1985,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",992d2375cfe2e1b40360789d1aa405fde45a8845,not in compare range,"non-custodial, located, traffic check or worksite enforcement",40,2024,9,01,2024-09-01,,,False,mecklenburg county,,n
2741,2025-07-15 14:37:13,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1986,MEXICO,Male,transylvania county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99377eb23cfed2a40c922fe98ee9c44dcf1b6f3f,not in compare range,"federal, state or local incarceration",39,2025,7,01,2025-07-01,,,False,transylvania county,,y
2742,2025-01-27 16:49:14,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-02-10,MEXICO,YES,2008-03-19,"(b)(6), (b)(7)(C)",1986,MEXICO,Male,gaston county jail 287g,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",993dde161e34d5f75c65f364e4661bbee9d23d1a,this_year,287g,39,2025,1,01,2025-01-01,,,False,gaston county,,y
2743,2023-10-13 11:15:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-12-13,MEXICO,YES,2023-11-14,"(b)(6), (b)(7)(C)",1993,MEXICO,Male,union county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9945b5fa1ef9c6bddcad9a5c939590c7771a1e76,not in compare range,"federal, state or local incarceration",32,2023,10,01,2023-10-01,,,False,union county,,y
2744,2024-11-14 13:30:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-31,MEXICO,YES,2025-03-20,"(b)(6), (b)(7)(C)",1979,MEXICO,Male,"ccn general area, cabarrus 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",994b4a65efe1950a578de2e8815aaec0b63841b9,not in compare range,287g,46,2024,11,01,2024-11-01,,,False,cabarrus county,,y
2745,2023-10-24 09:51:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1985,MEXICO,Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",994beb758144aedab0f5e4a84714941066fb67e3,not in compare range,probation and parole,40,2023,10,01,2023-10-01,,,False,wake county,,y
2746,2025-04-18 13:59:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1983,HONDURAS,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9952fafcf84c10c2603351114e206cab103a677f,this_year,"federal, state or local incarceration",42,2025,4,01,2025-04-01,,,False,mecklenburg county,,y
2747,2023-10-30 10:23:00,nc,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1994,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",995b58e4f8a58df2afd3bb593c3aef0349f5cb61,not in compare range,"federal, state or local incarceration",31,2023,10,01,2023-10-01,,,False,mecklenburg county,,y
2748,2025-04-22 10:53:00,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1983,VENEZUELA,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99611bfbf5ad8fba00aa0864166ef8e4ebd3ae4c,this_year,"federal, state or local incarceration",42,2025,4,01,2025-04-01,,,False,mecklenburg county,,y
2749,2024-03-04 09:00:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2024-03-05,MEXICO,YES,2024-02-22,"(b)(6), (b)(7)(C)",2011,MEXICO,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9966ceddbf06a9c4938ff22791cbcbebce8a26aa,last_year,"non-custodial, located, traffic check or worksite enforcement",14,2024,3,01,2024-03-01,,,False,mecklenburg county,,n
2750,2025-03-10 09:28:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-04-02,MEXICO,YES,2021-08-25,"(b)(6), (b)(7)(C)",1994,MEXICO,Male,alamance county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9984e468b9c2e8e32a51e1d59313578981dce573,this_year,"federal, state or local incarceration",31,2025,3,01,2025-03-01,,,False,alamance county,,y
2751,2024-03-08 09:39:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-04-12,EL SALVADOR,YES,2019-09-11,"(b)(6), (b)(7)(C)",1997,EL SALVADOR,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9985b027f474a0d4feff54e1078fc3f70010330a,last_year,"federal, state or local incarceration",28,2024,3,01,2024-03-01,,,False,wake county,,y
2752,2023-09-12 10:50:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,ACTIVE,[8E] Inadmissible - ICE Fugitive,,,YES,2023-02-01,"(b)(6), (b)(7)(C)",2017,HONDURAS,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99862bf7fdb8e0d3f92c20df02a1bb2ecee68a60,not in compare range,"non-custodial, located, traffic check or worksite enforcement",8,2023,9,01,2023-09-01,,,False,mecklenburg county,,n
2753,2025-05-14 14:53:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Located,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-06-09,"(b)(6), (b)(7)(C)",2000,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",999fda332b2daf935467f7facebee094bbc8dc74,this_year,"non-custodial, located, traffic check or worksite enforcement",25,2025,5,01,2025-05-01,,,False,mecklenburg county,,n
2754,2024-11-04 12:19:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1985,MEXICO,Male,"union co probation monroe, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99a117a299e175429a4b2fee4fe8024c87e69b13,not in compare range,probation and parole,40,2024,11,01,2024-11-01,,,False,union county,,y
2755,2025-06-26 09:38:00,nc,,atlanta area of responsibility,Fugitive Operations,ICE,Worksite Enforcement,3 Other Immigration Violator,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2023-01-10,"(b)(6), (b)(7)(C)",1990,GUATEMALA,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99aa4546075988aba25dc45794ecd6a39509684c,this_year,"non-custodial, located, traffic check or worksite enforcement",35,2025,6,01,2025-06-01,,,False,mecklenburg county,,n
2756,2025-07-27 09:41:52,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1996,MEXICO,Male,"davidson county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99d00b816abc1248401bfaf338e5decff9140d6f,not in compare range,"federal, state or local incarceration",29,2025,7,01,2025-07-01,,,False,davidson county,,y
2757,2025-02-08 20:00:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,5-Title 50 Expulsion,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-03-15,EL SALVADOR,NO,,"(b)(6), (b)(7)(C)",1996,VENEZUELA,Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99e10e6840c19a6c29d0f7d912bd454ef626645b,this_year,"non-custodial, located, traffic check or worksite enforcement",29,2025,2,01,2025-02-01,,,False,wake county,,n
2758,2024-12-18 10:23:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",2004,BRAZIL,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99e5b6f29b912b7c7106ee11a84d96597ce28104,not in compare range,"federal, state or local incarceration",21,2024,12,01,2024-12-01,,,False,mecklenburg county,,y
